,tags,content
1606,파이썬 알고리즘/자료구조 코딩테스트 문제풀이 같이 꾸준히 풀어나가실분 모집합니다.,매일마다 정해진 문제풀이량(ex:하루에 1~3문제씩)를 정해두고 그에 대한 문제풀이인증과 풀이를 올리는 스터디 형식입니다.꾸준하게 동기부여하면서 같이 풀어나가실 분들을 모집합니다.기본적으로 온라인으로 진행할 예정입니다. 기초적인 문제부터 난이도 상관없이 꾸준히 자신의 학습페이스를 가져가시고 싶은 분들이 같이 모여서 인증하면서 진행하는 스터디로 만들어나갈 예정입니다.노션페이지를 활용하여서 서로의 풀이전략과 접근방법 풀이코드들을 표로 깔끔하게 공유해나갈 계획입니다. 기본 템플릿은 이미 구비가 되어있는 상태여서 노션에 가입하셔서 이용만 하시면 됩니다. ~!https://open.kakao.com/o/g3Tz2ZYe)
1607,김영한의 스프링 완전 정복 강의 스터디 모집(~21일까지),"김영한 스프링 MVC2편 강의 스터디 모집합니다.기본편부터 진행하는 것이 아닌 MVC2편 부터 진행하기때문에, Spring 기초와 HTTP 기초원리를 아시는 분이면 좋겠습니다.또한, 5주 라는 시간동안 MVC2편 강의를 모두 들어야 하기때문에, 생각보다 많은 시간을 들여야합니다.(게다가 타임리프와 같이 SSR구현을 진행하기에 HTTP와 Spring에 대한 기초와 원리를 알고 있어야 늦어지지 않을 겁니다.) 그리고, 매주 발표를 해야되기때문에, 이전 강의(Spring core, MVC1등)나, 평소 기록하는 자료가 있으시면 오픈채팅방에 들어오셔서, 공유해주시면 감사하겠습니다. 계획된 시작일은 인원이 모집되는대로 명절(~24일) 지나고 바로 진행할 예정입니다.(인원모집이 조기에 마감 시, 모집완료로 변경됩니다.) 추가적으로 이번 MVC2편 스터디가 끝나면, JPA스터디도 모집할 예정입니다.(기존 스터디원이면 바로 같이 갈 수 있습니다.) <개요>목표 : 완강 및 MVC 이해모임 횟수: 매주 2번 (월, 목 예정)일정 : 1월 말~ 2월 말까지(약 5주)장소 : 온라인(구글밋 or Discord)모집인원 : 선착순 2명(총 4명)신청문의 : 카카오톡 오픈채팅방 https://open.kakao.com/o/gEFr1vZe신청방법 : (오픈채팅방 공지 참고)<학습범위>  스프링 MVC 2편링크참조 : (https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-mvc-2#reviews) <진행방향>학습한 내용 발표 (정리한 내용 공유하면서)발표내용 듣고 각자 질문 <추후 계획>자바 ORM 표준 프로그래밍 - 기본편로드맵 참고링크 (https://www.inflearn.com/roadmaps/149)김영한님 JPA 강의로 넘어갈 예정입니다.  스프링 MVC 2편부터 진행을 할 예정이니, 기본적인 스프링 원리 및 기능을 아시는 분만 지원해주셨으면 좋겠습니다.스터디 일정(횟수) : 매주 2번 (월, 목 예정)예상 커리큘럼 간략히 : 위 글 참고예상 모집인원 : 4명스터디 소개와 개설 이유 : 스프링MVC2 학습스터디 관련 주의사항 : 기본적인 스프링 원리 및 기능 아시는 분, 열심히 할 분.스터디에 지원할 수 있는 방법을 남겨주세요: 카카오 오픈 채팅방에 들어오셔서, 간단한 자기소개(수강 이유) 및 강의 기록자료 보여주시면 감사하겠습니다. : https://open.kakao.com/o/gEFr1vZe"
1608,[입문/초보]를 위한 코딩 스터디원 모집,"안녕하세요! 코딩 기초 교육 플랫폼 <헬로, 코딩> 창업을 준비중으로, 대학생 4학년부터 졸업생들로 이루어진 팀 위플라이(WeFly) 입니다!팀 소개 페이지https://resilient-waiter-299.notion.site/Hello-coding_-cce142d45f8d49478c22e28023bf8af0 플랫폼을 개발하며, 커리큘럼 발전에 도움이 될 스터디를 시작하고자 합니다.스터디 주제 : 기초 문법 다지기 (C or Python)스터디 목표 : 나와 코딩의 적성 확인하기예상 스터디 일정(횟수) : 2023.1.13(금) (1시간~1시간반 소요) 부터 5주간 스터디첫주와 마지막주는 오프라인으로 진행하고, 상황에 따라 온라인 진행도 병행합니다!오프라인 장소 : 신촌 또는 신림 (조율 가능)예상 모집기간 / 모집인원 : 01.09(월)~ 1달간 / 3~4명모집에 나이제한을 두진 않았지만, 가급적 사회 초년생, 대학교 신입생 분들을 위한 커리가 될것 같습니다. 이점 유의하셔서 지원부탁드립니다!스터디의 목적과 진행 방법 : 개발중인 <헬로, 코딩>의 커리큘럼을 업그레이드 하기 위함입니다. 저희가 제공하는 커리큘럼에 맞춰 공부하시고, 한 주 동안 해당 내용을 각자의 방법으로 정리하시고 발표하고 질문하면서 스터디원 모두가 실력을 차근차근 쌓아나갈 예정입니다. 스터디가 잘 운영되면, 운영기간을 약 1달가량 추가할 수 있습니다.관련 주의사항 : 기본 모르셔도 괜찮습니다. 모임에 나올 의지가 있고 끝까지 가실 분을 환영합니다. 지원방법https://docs.google.com/forms/d/e/1FAIpQLSdAFk-ANBPJtYmoOvX1vyctZRGgY64RrdGHCXHDMvQBQOmihQ/viewform?usp=sf_link"
1609,[세상을 구하는 피플] 헌혈 커뮤니티 플랫폼에서 콘텐츠 디자이너분을 모십니다!,"[세상을 구하는 피플] 헌혈 커뮤니티 플랫폼에서 콘텐츠 디자이너분을 모십니다!안녕하세요 저희는 도움이 필요한 환자들을 돕기 위해 팀을 모아 서비스를 운영하고 있습니다.팀원 : 기획자 : 1명, 프로덕트 디자이너 : 1명, 웹 개발자 : 1명, 백엔드 개발자 : 1명 , 모바일 개발자(Flutter) : 2명현재 운영중인 서비스의 회원수는 2000명대입니다. 지난 10개월 간 접속 인원 수는 만명대입니다.https://pple.link/https://apps.apple.com/us/app/피플/id1621815801https://play.google.com/store/apps/details?id=org.techtown.pple&hl=en_US&gl=US현재 저희 팀의 인스타그램입니다.https://www.instagram.com/team_pple/이런 분과 함께하고 싶어요🌷사회적 디자인에 관심이 많으신 분피플의 사회공헌적 가치에 공감하시는 분마케팅전략협회, 스타트업 마케팅 인턴 등 마케팅 경험이 있으신 분포토샵, 일러스트 등 이미지 편집툴에 능숙하신 분마케팅 캠페인관련 디자인 업무 경험이 있으신 분매주 토요일 서울에서 진행하는 대면 회의에 참석 가능하신 분(약속이 있는 경우 조율 가능해요!)합류하시게 되면 이런 일을 합니다✨피플 브랜딩 가이드라인에 맞춰 적절한 컨텐츠(프로모션 배너, 블로그/뉴스레터/SNS/카톡 채널 커버, 카드 뉴스, 인스타그램, 카카오 광고 등)를 기획/디자인합니다.콘텐츠 기획 및 전략을 고민합니다.피플의 인스타그램과 블로그를 관리합니다.협업하는 단체들과 함께 마케팅을 진행해보실 수 있습니다.이런 일에 관심이 많으시다면 환영해요💖재미있는 캠페인 기획에 관심이 많으신 분데이터를 읽는 인사이트가 있으신 분참신한 마케팅 레퍼런스를 모으시는 분 (영감계정 소유자 선호해요!)제가 이 공고를 쓰고 있는 디자이너인데요,,, 제가 마케팅 기획에 관심이 많아요!!디지털 굿즈, 브랜딩 굿즈 펀딩, 캠페인 등 해보고 싶은게 아주 많습니다.합류하시게 되면 기획과 관련해서는 많이 도와드릴 수 있을 것 같습니다.함께 사회적 디자인의 가치를 사람들에게 널리 알려봐요! 아래 오픈 채팅으로 간단한 자기소개서와 이력, 포트폴리오를 보내주시면 빠른 시일내에 서류 검토 후 답변드리도록 하겠습니다.https://open.kakao.com/o/sY3p661e"
1610,[온라인]자바 웹을 다루는 기술 책&무료 강의 스터디 모집합니다!,"책 정보 : http://www.yes24.com/Product/Goods/68371015 스터디 주제 : '자바 웹을 다루는 기술'완강 및 완독, 웹 쇼핑몰 처음부터 끝까지 구축해보기스터디 목표 : 쇼핑몰 구축 완성!예상 스터디 일정(횟수) : 매일 한 챕터씩 32일 완성!예상 커리큘럼 : 매일 한 챕터씩 책을 읽거나 강의를 보고 직접 툴에 코드를 따라 쳐보며 그날그날 배웠던 키포인트들을 필기해 두었다가 서로 질문하고 확인해 주는 방식입니다 화면 공유가 필요한 때에는 줌으로, 오늘 배운 내용 포인트 복습만 한다 하면 보이스톡으로 스터디 진행하려 합니다!예상 모집인원 : 1명스터디 소개와 개설 이유 :혼자서 강의를 듣거나 책을 보는 것보다는 내 머릿속에 들어있는 것을 남에게 설명해 줄 때 훨씬 더 기억에 남는 경험을 해 보셨을 겁니다.  또 저를 먼저 소개드리자면, 저는 웹 개발자로 1년간 근무 후 제 사업을 하겠으면 좋겠다는 바람에 나오고 제 공부, 또 제 여러 사이드 프로젝트들을 통해 수입구조를 창출해 내기 위해 나왔습니다.더 재미있고 더 오래 기억에 남는, 도움이 되는 공부를 같이 했으면 좋겠습니다 :)스터디 관련 주의사항 : 매일 32일 동안 쭈욱 진행시킨다는 점에서 변동은 없으셔야 합니다. 시간 : AM 4:00 ~ PM 4:00 사이에 30분에서 1시간정도 스터디 진행할 예정입니다.        ㄴ 전날 미리 1장을 해오거나, 스터디 하기 전에 1장을 해오셔야 합니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.https://open.kakao.com/o/sZHsBkZe목차1장 프로그램의 발전 과정1.1 클라이언트 PC 기반 프로그램1.2 클라이언트-서버 기반 프로그램 동작 방식1.3 웹 기반 프로그램 동작 방식2장 웹 프로그래밍과 JSP2.1 웹 프로그래밍의 기본2.2 정적 웹 프로그래밍2.3 동적 웹 프로그래밍2.4 JSP 프로그램의 특징3장 개발 환경 설정하기3.1 JDK 설치하기3.2 JDK 환경 변수 설정하기3.3 톰캣 컨테이너 설치하기3.4 이클립스 IDE 설치하기3.5 Java EE API 문서 즐겨찾기에 추가하기3.6 비주얼 스튜디오 코드 설치하기3.7 Oracle DBMS 설치하기3.8 SQL Developer 설치하기3.9 exERD 설치하기4장 웹 애플리케이션 이해하기4.1 웹 애플리케이션4.2 웹 애플리케이션의 기본 구조4.3 컨테이너에서 웹 애플리케이션 실행하기4.4 이클립스에서 웹 애플리케이션 실습하기4.5 웹 애플리케이션 서비스하기5장 서블릿 이해하기5.1 서블릿이란?5.2 서블릿 API 계층 구조와 기능5.3 서블릿의 생명주기 메서드5.4 FirstServlet을 이용한 실습5.5 서블릿 동작 과정5.6 애너테이션을 이용한 서블릿 매핑6장 서블릿 기초6.1 서블릿의 세 가지 기본 기능6.1.1 서블릿 기본 기능 수행 과정6.2 [form] 태그 이용해 서블릿에 요청하기6.3 서블릿에서 클라이언트의 요청을 얻는 방법6.4 서블릿의 응답 처리 방법6.5 웹 브라우저에서 서블릿으로 데이터 전송하기6.6 GET 방식과 POST 방식 요청 동시에 처리하기6.7 자바스크립트로 서블릿에 요청하기6.8 서블릿을 이용한 여러 가지 실습 예제7장 서블릿 비즈니스 로직 처리7.1 서블릿의 비즈니스 로직 처리 방법7.2 서블릿의 데이터베이스 연동하기7.3 DataSource 이용해 데이터베이스 연동하기7.4 DataSource 이용해 회원 정보 등록하기7.5 회원 정보 삭제하기8장 서블릿 확장 API 사용하기8.1 서블릿 포워드 기능 사용하기8.2 서블릿의 여러 가지 포워드 방법8.3 dispatch를 이용한 포워드 방법8.4 바인딩8.5 ServletContext와 ServletConfig 사용법8.6 load-on-startup 기능 사용하기9장 쿠키와 세션 알아보기9.1 웹 페이지 연결 기능9.2 [hidden] 태그와 URL Rewriting 이용해 웹 페이지 연동하기9.3 쿠키를 이용한 웹 페이지 연동 기능9.4 세션을 이용한 웹 페이지 연동 기능9.5 encodeURL( ) 사용법9.6 세션을 이용한 로그인 예제10장 서블릿의 필터와 리스너 기능10.1 서블릿 속성과 스코프10.2 서블릿의 여러 가지 URL 패턴10.3 Filter API10.4 여러 가지 서블릿 관련 Listener API11장 JSP 정의와 구성 요소11.1 JSP 등장 배경11.2 JSP의 3단계 작업 과정11.3 JSP 페이지 구성 요소11.4 디렉티브 태그12장 JSP 스크립트 요소 기능12.1 JSP 스크립트 요소12.2 선언문 사용하기12.3 스크립트릿 사용하기12.4 표현식 사용하기12.5 JSP 주석문 사용하기12.6 스크립트 요소 이용해 실습하기12.7 내장 객체(내장 변수) 기능12.8 JSP 페이지 예외 처리하기12.9 JSP welcome 파일 지정하기12.10 스크립트 요소 이용해 회원 정보 조회하기13장 자바 코드를 없애는 액션 태그13.1 인클루드 액션 태그 사용하기13.2 포워드 액션 태그 사용하기13.3 useBean, setProperty, getProperty 액션 태그 사용하기14장 표현 언어와 JSTL14.1 표현 언어란?14.2 표현 언어 내장 객체(내장 변수)14.3 표현 언어로 바인딩 속성 출력하기14.4 커스텀 태그14.5 JSTL 표준 태그 라이브러리(JSTL)14.6 Core 태그 라이브러리 사용하기14.7 Core 태그 라이브러리 실습 예제14.8 다국어 태그 라이브러리 사용하기14.9 한글을 아스키 코드로 변환하기14.10 포매팅 태그 라이브러리 사용하기14.11 문자열 처리 함수 사용하기14.12 표현 언어와 JSTL을 이용한 회원 관리 실습15장 JSP 페이지를 풍부하게 하는 오픈 소스 기능15.1 JSP에서 파일 업로드15.2 JSP에서 파일 다운로드16장 HTML5와 제이쿼리16.1 HTML5 주요 개념16.2 HTML5 시맨틱 웹을 위한 구성 요소16.3 제이쿼리 주요 개념16.4 제이쿼리의 여러 가지 기능16.5 제이쿼리 Ajax 기능16.6 제이쿼리에서 JSON 사용하기17장 모델2 방식으로 효율적으로 개발하기17.1 웹 애플리케이션 모델17.2 MVC 디자인 패턴17.3 MVC를 이용한 회원 관리17.4 모델2로 답변형 게시판 구현하기18장 스프링 프레임워크 시작하기18.1 프레임워크란?18.2 스프링 프레임워크 환경 설정하기19장 스프링 의존성 주입과 제어 역전 기능19.1 의존성 주입하기19.2 의존성 주입 실습하기19.3 회원 기능 이용해 DI 실습하기20장 스프링 AOP 기능20.1 관점 지향 프로그래밍의 등장20.2 스프링에서 AOP 기능 사용하기21장 스프링 MVC 기능21.1 스프링 프레임워크 MVC의 특징21.2 SimpleUrlController 이용해 스프링 MVC 실습하기21.3 MultiActionController 이용해 스프링 MVC 실습하기21.4 MultiActionController 이용해 회원 정보 표시하기21.5 요청명과 동일한 JSP 이름 표시하기22장 스프링 JDBC 기능22.1 스프링 JDBC로 데이터베이스와의 연동 설정하기22.2 JdbcTemplate 클래스 이용해 회원 정보 조회하기23장 마이바티스 프레임워크 사용하기23.1 마이바티스란?23.2 마이바티스 설치하기23.3 마이바티스 이용해 회원 기능 실습하기23.4 마이바티스 이용해 회원 정보 CRUD 실습하기23.5 마이바티스의 동적 SQL문 사용하기24장 스프링과 마이바티스 연동하기24.1 스프링-마이바티스 연동 관련 XML 파일 설정하기24.2 마이바티스 관련 XML 파일 설정하기24.3 자바 클래스와 JSP 파일 구현하기25장 스프링 트랜잭션 기능 사용하기25.1 트랜잭션 기능25.2 은행 계좌 이체를 통한 트랜잭션 기능25.3 스프링의 트랜잭션 속성 알아보기25.4 스프링 트랜잭션 기능 적용해 계좌 이체 실습하기26장 스프링 애너테이션 기능26.1 스프링 애너테이션이란?26.2 스프링 애너테이션 이용해 URL 요청 실습하기26.3 스프링 애너테이션 이용해 로그인 기능 구현하기26.4 @Autowired 애너테이션 이용해 빈 주입하기27장 메이븐과 스프링 STS 사용법27.1 메이븐 설치하기27.2 메이븐 환경 변수 설정하기27.3 STS 설치하기27.4 메이븐 프로젝트의 구조 및 구성 요소 살펴보기27.5 스프링 프로젝트 만들기27.6 STS 프로젝트 실행하기27.7 STS 환경에서 마이바티스 실습하기27.8 log4j 알아보기 927.9 타일즈 기능 살펴보기27.10 JSP 페이지에 타일즈 적용하기27.11 페이지 본문에 회원 목록창 나타내기27.12 로그인 기능 구현하기28장 스프링에서 지원하는 여러 가지 기능28.1 다중 파일 업로드하기28.2 썸네일 이미지 사용하기28.3 스프링 이메일 사용하기28.4 HTML 형식 메일 보내기28.5 스프링 인터셉터 사용하기28.6 인터셉터 사용해 요청명에서 뷰이름 가져오기29장 스프링 REST API 사용하기29.1 REST란?29.2 @RestController 사용하기29.3 @PathVariable 사용하기29.4 @RequestBody와 @ResponseBody 사용하기29.5 REST 방식으로 URI 표현하기30장 스프링으로 답변형 게시판 만들기30.1 기존 소스 코드 변경하기30.2 마이바티스 관련 XML 파일 설정하기30.3 타일즈 설정하기30.4 게시판 목록 표시하기30.5 새 글 추가하기30.6 글상세창 구현하기30.7 글 수정하기30.8 글 삭제하기30.9 새 글 추가 시 여러 이미지 파일 첨부하기30.10 글상세창에 여러 이미지 표시하기31장 도서 쇼핑몰 만들기31.1 쇼핑몰 애플리케이션 설치하기31.2 도서 쇼핑몰 기능 알아보기31.3 메인 페이지 구현하기31.4 상품 상세 구현하기31.5 Ajax 이용해 검색 자동 완성 기능 구현하기31.6 로그인과 회원 가입하기31.7 장바구니 기능 구현하기31.8 주문 기능 구현하기31.9 마이페이지 기능 구현하기31.10 상품 관리 기능 구현하기31.11 주문 관리 기능 구현하기32장 스프링 부트 사용하기32.1 스프링 부트란?32.2 스프링 부트 전용 STS 설치하기32.3 스프링 부트 프로젝트 생성하기32.4 스프링 부트 프로젝트 실행하기32.5 스프링 부트 웹 페이지 만들기32.6 그레이들 이용해 스프링 부트 실습하기32.7 마이바티스 사용하기32.8 타일즈 사용하기32.9 인터셉터 사용하기"
1611,김영한 스프링 + JPA 강의 스터디 모집 (1명),삭제된 글입니다
1612,PM직군 모집합니다.,"PM직군 모집합니다.현재 팀원분들과 트위터 클론코딩 작업중 입니다.PM없이 작업을 진행했었는데 여러 한계와 어려움이 느껴졌고 급히 PM직군을 구하려고 합니다.다들 공부하려고 모인 사람들 입니다. 전혀 부담 없이 말씀주시면 감사하겠습니다.나가지 않고 끝까지 열심히 하실 분 구합니다.처음 하시는 분, 초보자 환영입니다. 제발 나가시지 않고 끝까지 열심히 하실 분 모집합니다.현재 초기 회의는 마쳤고 작업을 이제 막 시작한 상태라 지금 들어오셔도 큰 무리 없으실 겁니다.관심 있으신 분들은 아래의 오픈채팅으로 연락 주시면 감사하겠습니다.https://open.kakao.com/o/sNrpGaZe"
1613,온라인 모각코 인원 모집합니다.,[개발 스터디 모집 내용 예시]스터디 주제 :온라인 모각코스터디 목표 :하루 최소 30분은 공부하고 내용 공유예상 스터디 일정(횟수) :주7회(불참시 사유만 공유)예상 커리큘럼 간략히 :오후 11시30분에 게더타운에 모여서 모각코 진행하고 본인이 진행한 내용 노션에 간략하게 정리하는 스터디입니다. 가능하면 하루도 빠짐없이 진행하려고 합니다 ㅎㅎ시간은 오후 11시30분에 모여서 하면 좋겠지만 안된다면 본인 시간에 맞게 진행해도 무관합니다.예상 모집인원 :현재 9명정도 참여중입니다. 제한은 없습니다~스터디 소개와 개설 이유 :최소한의 강제성을 부여하고 공부한 내용을 공유함으로서 하루하루 공부를 할 수 있게끔 하기 위해서입니다.스터디 관련 주의사항 :강제성은 없습니다. 안되면 안되는 이유를 작성하면 되고 오후 11시30분에 모여서하는게 가장 좋겠지만 결국 개인공부이기 때문에 공부하고 내용만 공유하면 됩니다.스터디에 지원할 수 있는 방법을 남겨주세요.https://open.kakao.com/o/sA0lE9Ye
1614,[모집중]자바 알고리즘 오프라인 스터디,"스터디 주제자바 알고리즘 스터디 목표스피치 능력 향상코딩테스트 합격2개월 내로 책 끝내기 교재do it! 알고리즘 코딩테스트 - 자바(http://www.yes24.com/Product/Goods/108571508) 장소노량진, 신림, 사당역 인근 스터디룸 스터디 일정기간: ~2개월 정도 예상시간: 오전 9시주3일(월, 수, 금) 오프라인으로 인근 스터디룸에서 진행 스터디 진행방식(개념 발표 -> 질의 응답 -> 코드 발표 -> 질의 응답)개념 발표발표는 랜덤 형식으로 진행(스터디원 모두가 개념발표 준비를 하도록 강제성 부여)코드 발표(리뷰)스터디원 모두가 참여질의응답한 명의 발표가 끝나면 간단한 질의응답 시간을 갖는다.  모집 인원4명(두 분만 더 모시겠습니다!) 남들 앞에 나서서 말을 잘 못하시는 분들 계신가요? 안녕하세요. 저는 백엔드 개발자를 목표로 취업 준비하고 있는 취준생입니다. 저는 평소 혼자 공부하는 시간이 많아 하루 동안은 누군가와 대화하지 않는 날도 종종 있었습니다. 이렇게 공부하면 코딩테스트야 언젠가 합격하는 날이 오겠지만 최종 면접에서 제 의견을 제대로 전달하지 못할 것 같아 스터디를 만들게 되었습니다. 발표 중심으로 스터디를 이끌어 나가고 싶습니다. 매주 금요일 주간 계획을 세워 한 주 동안 공부할 범위를 정해 놓고 스터디 당일에 공부한 내용을 발표함으로 스피치 능력을 늘리고 싶습니다. 어렵더라도 포기하지 않고 끈기 있게 하실 분들이 오셨으면 좋겠습니다. https://open.kakao.com/o/swUZJeVe"
1615,알고리즘 스터디,"스터디 주제 : 알고리즘스터디 목표 : 2주간 평일마다 알고리즘 2회 풀이예상 스터디 일정(횟수) : 총 8번(2주간 16문제, 공휴일 제외)예상 커리큘럼 간략히 : https://chlngers.onelink.me/Ju7U/01c5lacb 알고리즘 풀이 후 챌린저스 앱에서 인증예상 모집인원 : 9명 이상(현재 8명 참여 중)스터디 소개와 개설 이유 : 꾸준한 알고리즘 습관 만들기, 리스크와 보상을 통한 동기부여스터디 관련 주의사항 : 본 스터디는 예치금을 걸고 완수 후 돌려받는 구조입니다. 끈기 있게 완수하면 예치금을 돌려받고 85% 이상 인증하지 못한 분들에게서 인증 못한만큼 소정의 보상을 받습니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)https://chlngers.onelink.me/Ju7U/01c5lacb 챌린저스 앱을 다운 받고 위 링크, 혹은 알고리즘을 검색하여 참여합니다."
1616,웹 디자이너 모십니다~,"안녕하세요.포트폴리오용 사이드 프로젝트를 기획 중, 사용자에게 퀄리티 있는 서비스라는 첫인상을 남기기 위해 한 분, 혹은 두 분의 디자이너를 모시고자 합니다.서비스 기획은 완료되었고, 습관 형성을 도와주는 크롬 확장 프로그램을 만들고자 합니다. 프론트엔드 2명, 백엔드 2명으로 구성되어 있고, 모두 학생 혹은 취준생입니다. 하고자 하는 열정이 넘치는 분들이기 때문에 즐겁게 작업할 수 있을 것이라 생각합니다.회의는 매주 화요일 14시에 종로 근처에서 오프라인으로 진행될 것이고, 회의가 끝난 후 바로 스프린트까지 진행하려 합니다. 다만 회의 방식과 장소는 디자이너님의 상황에 맞춰서 변경될 여지가 있기 때문에 이와 관련해서는 편하게 문의해주세요.서비스 배포는 2월 말로 생각 중이며, 이후 유지/보수하며 꾸준히 개선해나갈 예정입니다.궁금한 부분이 있거나, 합류하길 원하시는 분들은 아래 오픈 카톡을 통해 연락해주세요.https://open.kakao.com/o/sCJXbNYe"
1617,포토폴리오 이직용,"스터디 모집글을 아래 양식을 참고해 작성해주세요.마크다운, 단축키를 이용해서 편리하게 글을 작성할 수 있어요.꼼꼼히 작성하면 멋진 스터디 팀원을 만나실 수 있을거예요.[개발 스터디 모집 내용 예시]스터디 주제 : 포토폴리오 이직용스터디 목표 :포폴 만들기예상 스터디 일정(횟수) : 협의예상 커리큘럼 간략히 : 간단한걸로 만들기예상 모집인원 : 협의스터디 소개와 개설 이유 : 포폴스터디 관련 주의사항 :스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.)Kje9900 으로 톡주세요"
1618,이펙티브 타입스크립트 북스터디 (1명 충원),"얼마 전에 모집된 이펙티브 타입스크립트 스터디를 참여하고 싶었는데 마감이 되어서모집글 그대로 비슷하게 모집합니다.충원 1명 / 1월 19일 목요일 밤 첫모임 / 첫 주 진도: 1장 타입스크립트 알아보기타입스크립트 같이 공부해요!타스가 부족한 주니어 개발자들 다같이 모여서 이펙티브 타입스크립트 책을 읽으며 공부해요~제가 직장인이라 진도를 빠르게 빼지는 못합니다.주 1회 챕터 한개 (너무 많다면 챕터도 쪼개서....) 공부해보기를 목표로 합니다.(일주일에 아이템 4-5개 정도 예상합니다)스터디 주제이펙티브 타입스크립트스터디 목표이펙티브 타입스크립트를 완독합니다.예상 스터디 일정(횟수)주 1회 (목 저녁 밤 9시) 온라인 / 1시간 30분 정도진행 방법각자 노션/블로그/깃허브에 알게된 내용을 정리합니다.주 1회 저녁쯤 게더에서 모여서 이를 공유하는 시간을 가집니다.랜덤 뽑기로 발표를 정하고, 발표 후 질문하는 시간을 가집니다.예상 모집인원5명(현재 4명)참여 방법https://open.kakao.com/o/gp7g0IYe바로 시작하는 스터디이기 때문에 참여 의사 확실하시고 책 인증샷 (혹은 구매인증) 가능하신 분이면 좋겠습니다.댓글로 참여의사 남겨주시면 충원이나 결원되면 알려드릴게요."
1619,웹 UI/UX 디자이너를 모십니다!! [모집 완료],"안녕하세요! 웹 UI/UX 디자이너를 모십니다!!포폴용 사이드 프로젝트 기획 중입니다.최대한 많은 사용자들에 노출되는 서비스를 경험해보는 것을 목표로 합니다.바이럴한 유저 유입과 유저 페이지 이탈 방지의 관건은 완성도와 디자인이라고 판단하여 디자이너를 모시게 되었습니다.현재 멤버는 서버 2명, 클라이언트 2명으로 구성되어있습니다. 모두 웹 개발자로 취업 준비 중이며 프로젝트는 2월 말 내로 버전 1을 마무리할 생각입니다.아이돌 사진이나 앨범 커버 위주로 화면이 구성될 것 같아서 UI/UX 위주로 신경써주시면 될 것 같아요! (반응형 웹)상세 기획 내용이랑 자세한 사항은 카톡 1:1 채팅방으로 이야기해봐요[개발 스터디 모집 내용]스터디 주제아이돌 관련 컨텐츠 웹 서비스스터디 목표완성도 높은 프로젝트 개발 및 서비스하기예상 스터디 일정(횟수)온라인 : 주 3회오프라인 : 필요 시 협의 (4명 모두 수도권입니다)예상 커리큘럼 간략히1월 중 기획 마무리 및 개발 시작2월 중순 배포2월 말 프로젝트 결과 정리 및 추후 활동 협의예상 모집인원디자이너 1명스터디 관련 주의사항본격적인 작업 시작은 설 이후에 할거 같아요."
1620,기상스터디,스터디 주제 : 평일 아침 9시 기상 스터디 목표 : 규칙적인 생체리듬을 맞추어 목표하는것 이루기 예상 스터디 일정(횟수) : 평일 5회 진행합니다. 예상 커리큘럼 간략히 :1. 8:30~9:30 => 간단한 세안 후 9:30 까지 오늘 할 공부/목표/운동 플랜등을 짜서 각자 올리기 2. 9:30~12:00 => 점심전 오늘 공부한 것 각자 인증하기(자율형식)3. 12:00~13:00 => 점심4. 13:00~18:00=> 오전과 같이 공부후 인증 하고 마무리5. 18:00~ =>자유 공부/휴식------------------------------------------------------------------------------매월 초 보증금 3만원씩 거두고 1회 지각마다 벌금으로 3천원씩 깎습니다.그 후 월말에 보증금을 돌려드고 벌금은 지각하지 않은 다른분들에게 돌아갑니다. 예상 모집인원 :6~8명 https://open.kakao.com/o/gasiGFYe
1621,오프라인 자율 모각코☀️,"[스터디 소개]대화가 있는 스터디 📚안녕하세요, 이번주 카코도 진행할 예정입니다 ✍️ 🌟2시간동안 각자 편하게 공부하면서 중간 중간 개발 얘기도 나누는 자율적인 분위기입니다! 편하게 참석해주세요🌟저는 프론트엔드 개발자로 일하고 있으며 웹에 꾸준히 관심이 있습니다. 물론 서버나 인프라 공부도 좋아합니다! 퇴근 후에 매일 혼자 공부하는 편이었는데 다른 사람들과 같이 공부하면서 새로운 분야도 알고 싶고, 시너지도 얻고 싶어 스터디를 주최하게 되었습니다. [스터디 주제]2시간 동안 개발 공부를 합니다. 개발 안에서 언어나 분야의 차이는 상관없습니다. [예상 스터디 일정]매주 금요일 저녁 8시~10시 (서울대입구역 근처 카페)  [지원 방법]마감"
